Job_Title,Location,Locality,State,Work_Mode,Job_Category,Salary,Salary_Type,Monthly_Salary_INR
Interior Designer,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Design and Creative,"1,80,000 - 3,00,000 a year",Annual,240000.0
"Inside Sales Account Manager - - Preferred from Hyderabad, TS","Hyderabad, Telangana",Hyderabad,Telangana,On-site,Sales and Marketing,"2,00,000 - 3,00,000 a year",Annual,250000.0
Community Associate (Social Worker),"Kochi, Kerala",Kochi,Kerala,On-site,Other,"12,000 - 25,000 a month",Monthly,18500.0
Tele Marketing Executive,"Anna Nagar East, Chennai, Tamil Nadu",Anna Nagar East,Tamil Nadu,On-site,Sales and Marketing,"15,000 - 20,000 a month",Monthly,17500.0
Customer Relationship Executive (for Rajkot candidate only),"Rajkot, Gujarat",Rajkot,Gujarat,On-site,Customer Service,"10,000 - 25,000 a month",Monthly,17500.0
Business Development Officer,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Sales and Marketing,"11,025.27 - 30,000.00 a month",Monthly,20512.635
Delivery Executive/Delivery Partner,"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,Logistics and Delivery,"18,000 - 35,000 a month",Monthly,26500.0
Staff Nurse (Dermatology; Nungambakkam Chennai),"Nungambakkam, Chennai, Tamil Nadu",Nungambakkam,Tamil Nadu,On-site,IT and Technology,"14,000 - 30,000 a month",Monthly,22000.0
Junior Landscape Architect,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,"From 18,000 a month",Monthly,19250.0
Stock Market Trader,"Gurugram, Haryana",Gurugram,Haryana,On-site,Other,"50,000 - 2,00,000 a year",Annual,125000.0
Sales executive-(MBA Freshers),"Kochi, Kerala",Kochi,Kerala,On-site,Sales and Marketing,"15,000 - 20,000 a month",Monthly,17500.0
Sales Executive / Sales Manager - Real Estate,"Kochi, Kerala",Kochi,Kerala,On-site,Sales and Marketing,"20,000 - 30,000 a month",Monthly,25000.0
Junior Sales and Marketing Executive (Healthcare),"Pune, Maharashtra",Pune,Maharashtra,On-site,Sales and Marketing,"15,000 - 20,000 a month",Monthly,17500.0
Hairdresser,"Rajarajeshwari Nagar, Bengaluru, Karnataka",Rajarajeshwari Nagar,Karnataka,On-site,IT and Technology,"18,000 - 22,000 a month",Monthly,20000.0
Commis Chef,"Andheri West, Mumbai, Maharashtra",Andheri West,Maharashtra,On-site,Other,"9,686.71 - 23,431.79 a month",Monthly,16559.25
Inside Sales Executive,"Vastrapur, Ahmedabad, Gujarat",Vastrapur,Gujarat,On-site,Sales and Marketing,"15,000 - 25,000 a month",Monthly,20000.0
Site Engineer,"Nandanam, Chennai, Tamil Nadu",Nandanam,Tamil Nadu,On-site,IT and Technology,"From 15,000 a month",Monthly,19250.0
Sales & Marketing Assistant manager,"Surat, Gujarat",Surat,Gujarat,On-site,Sales and Marketing,"18,000 - 20,000 a month",Monthly,19000.0
Trainee,"Navadwip, West Bengal",Navadwip,West Bengal,On-site,IT and Technology,"10,000 - 12,000 a month",Monthly,11000.0
Lead Generation Executive,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Management,"10,000 - 13,000 a month",Monthly,11500.0
Sales & Marketing Assistant manager,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Sales and Marketing,"20,000 - 22,000 a month",Monthly,21000.0
Physiotherapist,"Madurai, Tamil Nadu",Madurai,Tamil Nadu,On-site,Other,"8,086.00 - 29,664.21 a month",Monthly,18875.105
Site Engineer,"Pimpri-Chinchwad, Maharashtra",Pimpri-Chinchwad,Maharashtra,On-site,IT and Technology,"10,601.15 - 15,000.00 a month",Monthly,12800.575
Renewals Executive,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Other,"10,000 - 13,000 a month",Monthly,11500.0
Electrical Engineer,"Thrissur, Kerala",Thrissur,Kerala,On-site,IT and Technology,"15,000 - 20,000 a month",Monthly,17500.0
Field Sales Representative,"Karvenagar, Pune, Maharashtra",Karvenagar,Maharashtra,On-site,Sales and Marketing,"20,000 - 35,000 a month",Monthly,27500.0
Caf All Rounder/Barista/Tea House Chef,"Tiruchchirappalli, Tamil Nadu",Tiruchchirappalli,Tamil Nadu,On-site,Other,"From 12,000 a month",Monthly,19250.0
Beauty and Massage Therapist,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Other,"From 20,000 a month",Monthly,19250.0
Back Office Executive (Operations Insurance),"Ujjain, Madhya Pradesh",Ujjain,Madhya Pradesh,On-site,Other,"10,500 - 20,000 a month",Monthly,15250.0
Business Development Executive (Freshers & Experienced),"Chandigarh, Chandigarh",Chandigarh,Chandigarh,On-site,Sales and Marketing,Not Disclosed,Not Disclosed,19250.0
Sales & Marketing Manager,"Kolkata, West Bengal",Kolkata,West Bengal,On-site,Sales and Marketing,"Up to 35,000 a month",Monthly,19250.0
Sales & Marketing Officer,"Kochi, Kerala",Kochi,Kerala,On-site,Sales and Marketing,"15,000 - 18,000 a month",Monthly,16500.0
Field Sales Representative,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Sales and Marketing,"15,000 - 25,000 a month",Monthly,20000.0
